Name,Specialities,Locations,Areas of Focus
"Lukas (Luke) W. Richards, M.D.",Internist,"Jacksonville, FL",Integrative medicine
N/A,,,
N/A,,,
"Jarrett W. Richardson, III, M.D.","Psychiatrist, Internist, Sleep Medicine Specialist","Rochester, MN","Electroconvulsive therapy, Deep brain stimulation, Narcolepsy, Sleep disorders, Alcohol use disorder, Parkinson's disea...se"
N/A,,,
N/A,,,
N/A,,,
N/A,,,
"Meghan Richardson, M.D.",Sports Medicine Specialist,"Phoenix, AZ","Shoulder labral repair, ACL surgery, Hip labral repair, Hip arthroscopy, Meniscus repair, Meniscectomy, Rotator cuff su...rgery, Cartilage restoration, Kneecap realignment surgery, Knee arthroscopy, Shoulder arthroscopy, Hip tendon tear, Shoulder instability, Patellofemoral instability, Knee pain, Patellar tendon tear, Hip impingement, Rotator cuff tear, Hip labral tear, ACL injury"
N/A,,,
N/A,,,
"Katie M. Rieck, M.D., M.H.A.","Internist, Hospitalist","Rochester, MN",
N/A,,,
N/A,,,
N/A,,,
"Stephen J. Riederer, Ph.D.",Medical Physicist,"Rochester, MN","MRI, X-ray"
N/A,,,
N/A,,,
"Douglas L. Riegert-Johnson, M.D.","Gastroenterologist, Internist, Medical Geneticist","Jacksonville, FL","Upper endoscopy, Colonoscopy, Fecal transplant, Chromoendoscopy, Lynch syndrome, Familial adenomatous polyposis, Pancre...atic cancer"
N/A,,,
N/A,,,
N/A,,,
N/A,,,
"Izabela Z. Riffe, M.D.",Family Physician,"Jacksonville, FL",
N/A,,,
N/A,,,
"Charanjit S. Rihal, M.D.","Internist, Interventional Cardiologist","Rochester, MN","Transcatheter aortic valve replacement, Paravalvular leak closure, Balloon valvotomy, Coronary angioplasty and stenting..., Mechanical circulatory support device implantation, Percutaneous coronary interventions, Transcatheter mitral valve edge-to-edge repair, Transseptal mitral valve replacement, Heart valve disease, Coronary artery disease"
N/A,,,
N/A,,,
N/A,,,
"Lisa M. Rimsza, M.D.",Pathologist,"Phoenix, AZ",Lymphoma
N/A,,,
N/A,,,
"Lorenzo Rinaldo, M.D., Ph.D.",Neurosurgeon,"Rochester, MN","Embolization therapy, Arteriovenous malformation surgery, Arteriovenous fistula surgery, Tumor resection, Craniotomy, A...neurysm surgery, Carotid endarterectomy, Endovascular aneurysm repair, Carotid angioplasty and stenting, Cerebral arterial aneurysm, Glioblastoma, Arteriovenous fistula, Carotid artery disease, Arteriovenous malformation, Meningioma, Stroke, Moyamoya disease"
N/A,,,
N/A,,,
"Michael D. Ringler, M.D.",Radiologist,"Rochester, MN",
N/A,,,
N/A,,,
"Brian D. Rinker, M.D.",,"Jacksonville, FL","Facial fracture repair, Breast augmentation, Breast reconstruction with breast implants, Microvascular reconstruction, ...Fat grafting, Breast reconstruction, Skin cancer reconstruction, Gynecomastia surgery, Free flap, Hand surgery, Breast surgery, Blepharoplasty, Cosmetic surgery, Face lift, Breast reconstruction with flap surgery, Skin cancer excision, Rhinoplasty, Breast reduction, Microvascular surgery"
N/A,,,
"Elizabeth H. Ristagno, M.D.",Pediatric Infectious Disease Specialist,"Rochester, MN","Septic arthritis, General infectious diseases, Cellulitis, Pneumonia, Meningitis, Periodic fever syndrome, Osteomyeliti...s, Staph infections, HIV/AIDS, Immune deficiencies"
N/A,,,
N/A,,,
"Charles Ritchie, M.D.",Radiologist,"Jacksonville, FL","Radiation therapy, Ablation, Portal hypertension management, Venous thrombolysis, Varicocelectomy, Embolization therapy..., Uterine artery embolization, Pulmonary angiogram, Thoracic duct embolization, IVC filter removal, Pulmonary thromboendarterectomy, Venous angioplasty, Balloon pulmonary angioplasty, Prostate artery embolization, Hepatocellular carcinoma, Pulmonary embolism, Cholangiocarcinoma, Pulmonary arteriovenous malformation, Portal hypertension, Lung tumor"
N/A,,,
N/A,,,
"Matthew J. Ritter, M.D.",Anesthesiologist,"Rochester, MN",
N/A,,,
N/A,,,
"Kevin T. Riutort, M.D., M.S.",,"Jacksonville, FL",
N/A,,,
"Candido E. Rivera, M.D.","Oncologist, Hematologist, Internist","Jacksonville, FL","Bone marrow transplant, Chronic myelogenous leukemia, Benign hematologic conditions, Bone marrow failure syndromes, von... Willebrand disease, Chronic lymphocytic leukemia, Myeloproliferative disorders"
N/A,,,
N/A,,,
N/A,,,
N/A,,,
"Fernando A. Rivera, M.D.",Internist,"Jacksonville, FL",Preventive care
N/A,,,
N/A,,,
"Mariela Rivera, M.D.","Acute Care Surgeon, Surgeon, General Surgeon","Rochester, MN",Trauma care
N/A,,,
N/A,,,
N/A,,,
N/A,,,
"Enid Y. Rivera-Chiauzzi, M.D.",Gynecologist,"Rochester, MN",
N/A,,,
N/A,,,
"Syed Ahsan (Ahsan) Rizvi, M.D.","Internist, Hospitalist, Palliative Care Specialist, Geriatrician","Rochester, MN",
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
"Stacey A. Rizza, M.D.",Infectious Disease Specialist,"Rochester, MN","HIV/AIDS, General infectious diseases"
N/A,,,
N/A,,,
"Marco Rizzo, M.D.",Orthopedic Surgeon,"Rochester, MN",
N/A,,,
N/A,,,
"Thomas D. Rizzo, Jr., M.D.","Sports Medicine Specialist, Physiatrist","Jacksonville, FL","Pain management, Sport specific rehabilitation, Pain"
N/A,,,
N/A,,,
N/A,,,
"Christopher B. Robards, M.D.",Anesthesiologist,"Jacksonville, FL",
N/A,,,
N/A,,,
"Paul M. Robelia, M.D.",Family Physician,"Rochester, MN",Chronic illness
N/A,,,
N/A,,,
"Daniel L. Roberts, M.D.",Internist,"Phoenix, AZ",Physical examination
N/A,,,
N/A,,,
"Lewis R. Roberts, M.B., Ch.B., Ph.D.",Gastroenterologist,"Rochester, MN",Hepatocellular carcinoma
N/A,,,
N/A,,,
"Paul F. Roberts, M.D.",Family Physician,"Jacksonville, FL",
N/A,,,
N/A,,,
"Carrie (Beth) E. Robertson, M.D.",,"Rochester, MN",Neuropathy
N/A,,,
"Daniel G. Robertson, Ph.D.",Radiation Oncology Medical Physicist,"Phoenix, AZ",Proton therapy
N/A,,,
N/A,,,
"Matthew W. Robertson, III, M.D.","Gynecologist, Gynecologic Oncologist","Jacksonville, FL","Uterine fibroid ablation, Cervical biopsy, Salpingectomy, Laparoscopic surgery, Vulvar biopsy, Ablation, Embolization t...herapy, Endometrial ablation, Pelvic surgery, Intrauterine device method, Laser ablation, Gynecological surgery, Vaginal biopsy, Vaginal specimen collection, Abdominal surgery, Vulvectomy, Debulking surgery, Vaginal hysterectomy, Tubal ligation, Endometrial biopsy, Minimally invasive hysterectomy, Pelvic exam, Vaginal smear, Robotic myomectomy, Minimally invasive abdominal surgery, Oophorectomy, Endometriosis surgery, HIPEC, Pelvic tumor surgery, Abdominal hysterectomy, Loop electrosurgical excision procedure, Minimally invasive surgery, Ovarian remnant removal, Robotic hysterectomy, Robotic surgery, Endometriosis, Ovarian cyst, Adenomyosis, Fallopian tube cancer, Bartholin cyst, Genital warts, Vulvar dysplasia, Lynch syndrome, Vulvar cancer, Cervical cysts, Uterine fibroid, Hyperplasia, BRCA gene mutation, Adenocarcinoma, Uterine anomaly, Cervical intraepithelial neoplasia grade 2, Cervical cancer, Peritoneal cancer, Postmenopausal bleeding, HPV infection, Ovarian remnant syndrome, Gynecologic cancer, Uterine polyps, Vaginal cancer, Cervical intraepithelial neoplasia grade 3, Ovarian cancer, Lichen sclerosus, Endometrial cancer"
N/A,,,
N/A,,,
N/A,,,
"Ryan S. Robetorye, M.D., Ph.D.",Pathologist,"Phoenix, AZ",
N/A,,,
N/A,,,
"Kristin A. Robinson, M.D.",Radiologist,"Jacksonville, FL","Ultrasound-guided biopsy, Stereotactic breast biopsy, MRI-guided breast biopsy"
N/A,,,
N/A,,,
"Maisha T. Robinson, M.D.",Neurologist,"Jacksonville, FL","Hospitalization, Palliative care"
N/A,,,
N/A,,,
"Steven I. Robinson, M.B.B.S.",Oncologist,"Rochester, MN","Gastrointestinal stromal tumors, Brain tumor, Desmoid tumor, Sarcoma"
N/A,,,
N/A,,,
"Hector A. Robles Gonzalez, M.D., M.P.H.",Radiologist,"Jacksonville, FL",
N/A,,,
N/A,,,
"Gavin W. Roddy, M.D., Ph.D.",,"Rochester, MN","Glaucoma surgery, Cataract surgery, Glaucoma"
N/A,,,
"Richard J. Rodeheffer, M.D.",Cardiologist,"Rochester, MN","Dilated cardiomyopathy, Myocarditis, Heart failure"
N/A,,,
N/A,,,
"Anja C. Roden, M.D.",Pathologist,"Rochester, MN",
N/A,,,
N/A,,,
"Eduardo S. Rodrigues, M.D., M.B.A.",Anesthesiologist,"Jacksonville, FL","Transesophageal echocardiogram, Transplant, General anesthesia administration"
N/A,,,
N/A,,,
"Manuel J. Rodriguez, M.D.",Internist,"Jacksonville, FL","Lung cancer, Lung disorder, Asthma attack, Lung nodule"
N/A,,,
N/A,,,
"Martin G. Rodriguez-Porcel, M.D.",Cardiologist,"Rochester, MN",
N/A,,,
N/A,,,
"Randall K. Roenigk, M.D.",Mohs Micrographic Surgeon and Dermatologic Oncologist,"Rochester, MN","Skin surgery, Excisional skin surgery, Mohs surgery, Scar revision, Laser skin surgery, Extramammary Paget disease, Mel...anoma, Squamous cell carcinoma of the skin, Basal cell carcinoma, Skin cancer"
N/A,,,
N/A,,,
"Daniel E. Rohe, Ph.D., L.P.",Psychologist,"Rochester, MN",Rehabilitation therapy
N/A,,,
N/A,,,
"Barbara M. Rohland, M.D.",Psychiatrist,"Rochester, MN",
N/A,,,
N/A,,,
"Carlos Rojas, M.D.",Radiologist,"Phoenix, AZ",
N/A,,,
N/A,,,
"Mark D. Rollins, M.D., Ph.D.",Anesthesiologist,"Rochester, MN",
N/A,,,
N/A,,,
"Magdalena Romanowicz, M.D.",Psychiatrist,"Rochester, MN",
N/A,,,
N/A,,,
"Susan A. Romanski, M.D.",Internist,"Rochester, MN",
N/A,,,
N/A,,,
"Yi Rong, Ph.D.","Medical Physicist, Radiation Oncologist","Phoenix, AZ",
N/A,,,
N/A,,,
N/A,,,
"Thom W. Rooke, M.D.","Vascular Medicine Specialist, Internist, Cardiologist","Rochester, MN","Sclerotherapy, Varicose vein, Venous disorder, Peripheral artery disease"
N/A,,,
N/A,,,
N/A,,,
N/A,,,
"Raul A. Rosario-Concepcion, M.D.","Sports Medicine Specialist, Physiatrist","Jacksonville, FL","Ultrasound-guided injection, Platelet rich plasma injection, Tendon pain, Tendinopathy, Sports injury, Osteoarthritis"
N/A,,,
N/A,,,
N/A,,,
"Carl H. Rose, M.D.","Obstetrician, Gynecologist","Rochester, MN","Preeclampsia, HELLP syndrome"
N/A,,,
N/A,,,
N/A,,,
"Peter S. Rose, M.D.",Orthopedic Surgeon,"Rochester, MN","Sacrectomy, Hemipelvectomy, Rotationplasty, Limb salvage surgery, Amputation, Soft tissue sarcoma surgery, Vertebrectom...y, Solitary fibrous tumor, Liposarcoma, Leiomyosarcoma, Bone cancer, Ewing sarcoma, Pelvic bone tumor, Chondrosarcoma, Malignant peripheral nerve sheath tumors, Undifferentiated pleomorphic sarcoma, Bone tumor, Pancoast tumor, Soft tissue sarcoma, Synovial sarcoma, Chordoma, Spinal tumor, Sarcoma, Osteosarcoma, Rhabdomyosarcoma, Bone metastasis, Soft tissue tumor, Merkel cell carcinoma, Epithelioid sarcoma, Dermatofibrosarcoma protuberans, Angiosarcoma, Myxofibrosarcoma, Vertebral tumor"
N/A,,,
N/A,,,
"Steven H. Rose, M.D.",Anesthesiologist,"Rochester, MN",General anesthesia administration
N/A,,,
N/A,,,
"Beverly J. Roseberry, M.D.",,"Jacksonville, FL","Breast pain, Breast cysts and lumps, BRCA gene mutation, Fibroadenoma, Lobular carcinoma in situ, Ductal carcinoma in s...itu, Atypical hyperplasia of the breast"
N/A,,,
"Charles B. Rosen, M.D.",General Surgeon,"Rochester, MN","Living donor liver transplant, Liver transplant"
N/A,,,
N/A,,,
"Andrew (Drew) N. Rosenbaum, M.D.",Cardiologist,"Rochester, MN","Cardiogenic shock, Cardiac sarcoidosis, Transplant coronary artery disease, Transplant rejection, Cardiomyopathy, Heart... failure"
N/A,,,
N/A,,,
"David M. Rosenfeld, M.D.",Anesthesiologist,"Phoenix, AZ","Pain management, General anesthesia administration, Liver transplant, Pain"
N/A,,,
N/A,,,
"Steven S. Rosenfeld, M.D., Ph.D.",Neurologist,"Jacksonville, FL","Brain metastasis, Astrocytoma, Oligodendroglioma, Glioblastoma, Ependymoma, Brain tumor"
N/A,,,
N/A,,,
"David J. Rosenman, M.D.",Hospitalist,"Rochester, MN",Hospitalization
N/A,,,
N/A,,,
"Jane R. Rosenman, M.D.",Pediatrician,"Rochester, MN",
N/A,,,
N/A,,,
"Allison C. Rosenthal, D.O.","Internist, Hematologist, Oncologist","Phoenix, AZ","Hodgkin lymphoma, Non-Hodgkin's lymphoma"
N/A,,,
N/A,,,
N/A,,,
N/A,,,
"Julie L. Rosenthal, M.D.","Internist, Cardiologist","Phoenix, AZ","Right heart catheterization, Mechanical circulatory support device implantation, Heart transplant, Amyloidosis, Cardiom...yopathy, Heart failure"
N/A,,,
N/A,,,
N/A,,,
"Jeffrey S. Ross, M.D.",Radiologist,"Phoenix, AZ",Degenerative disk disease
N/A,,,
N/A,,,
"Barry G. Rosser, Jr., M.D.","Transplant Hepatologist, Internist","Jacksonville, FL","Pre-transplant evaluation, Liver transplant, Post-transplant long-term care, Primary sclerosing cholangitis, Hepatocell...ular carcinoma, Liver problems, Alcoholic hepatitis, Autoimmune hepatitis, Cirrhosis, Hepatopulmonary syndrome, Cholangiocarcinoma, Liver cancer, Nonalcoholic fatty liver disease, Primary biliary cholangitis"
N/A,,,
N/A,,,
N/A,,,
"Lori R. Roust, M.D.","Internist, Endocrinologist","Phoenix, AZ","Bariatric surgery, Gestational diabetes, Type 1 diabetes, Type 2 diabetes, Nutrition (Healthy eating), Diabetes, Obesity"
N/A,,,
N/A,,,
N/A,,,
"David M. Routman, M.D.",Radiation Oncologist,"Rochester, MN","Stereotactic body radiotherapy, Gamma knife surgery, Radiation therapy, Proton therapy, Intensity-modulated radiation t...herapy, Brain cancer, Head and neck cancer"
N/A,,,
N/A,,,
"Kathleen A. Rowlett, M.D.",,"Jacksonville, FL",
N/A,,,
"Phillip G. Rowse, M.D.",Cardiovascular Surgeon,"Rochester, MN","Aortic valve repair and replacement, Atrial fibrillation ablation, Mitral valve repair and replacement, Heart valve rep...lacement, Heart care, Maze procedure, Aneurysm surgery, Pericardiectomy, Coronary bypass surgery, Heart surgery, Heart valve surgery, Tricuspid valve repair and replacement, Robotic heart surgery, Extracorporeal membrane oxygenation, Heart valve repair, Heart arrhythmia, Pericarditis, Tricuspid valve disease, Ischemic heart disease, Heart valve disease, Aneurysm, Coronary artery disease, Heart tumor"
N/A,,,
N/A,,,
"Archana Roy, M.D.",Internist,"Jacksonville, FL",Hospitalization
N/A,,,
N/A,,,
"Thomas (Tom) Roy, M.D.",Cardiologist,"Phoenix, AZ","Atrial flutter, Atrial fibrillation, Heart arrhythmia, Heart failure, Coronary artery spasm, Heart murmur, Coronary art...ery disease, Cardiomyopathy, Syncope, Hyperlipidemia, Coronary calcification"
N/A,,,
N/A,,,
"Tuhin K. Roy, M.D., Ph.D.",Anesthesiologist,"Rochester, MN",Intensive care
N/A,,,
N/A,,,
"Vivek Roy, M.D.","Hematologist, Oncologist","Jacksonville, FL","Bone marrow transplant, Multiple myeloma"
N/A,,,
N/A,,,
N/A,,,
"Todd D. Rozen, M.D.",Neurologist,"Jacksonville, FL","Injection, Medication overuse headache, Chronic daily headache, Hemicrania, Headache, Migraine with aura, Cluster heada...che, Migraine"
N/A,,,
N/A,,,
"Devon I. Rubin, M.D.",Neurologist,"Jacksonville, FL","Electromyography, Polyradiculopathy, Neuromuscular disorder, Lumbosacral plexopathy, Myopathy, Lambert-Eaton myasthenic... syndrome, Myasthenia gravis, Peripheral neuropathy, Motor neuron disease, Brachial plexus neuropathy"
N/A,,,
N/A,,,
"Barbara E. Ruddy, M.D.",Internist,"Phoenix, AZ",
N/A,,,
N/A,,,
"Kathryn J. Ruddy, M.D.",Oncologist,"Rochester, MN","Cancer treatment, Cancer survivorship program, Breast cancer, Male breast cancer"
N/A,,,
N/A,,,
"Libardo Rueda Prada, M.D.",Internist,"Jacksonville, FL",
N/A,,,
N/A,,,
"Kevin C. Ruff, M.D.",Gastroenterologist,"Phoenix, AZ","Balloon assisted endoscopy, Nutrition (Healthy eating)"
N/A,,,
N/A,,,
"Michael W. Ruff, M.D.","Oncologist, Neurologist","Rochester, MN","Chemotherapy, Lumbar puncture, Glioblastoma, Spinal cord tumor, Glioma, Brain tumor, Meningioma"
N/A,,,
N/A,,,
N/A,,,
"Christine Rukasin, M.D.","Allergist-Immunologist, Internist, Pediatrician","Phoenix, AZ","Immunotherapy, Primary immunodeficiency, Dermatitis, Food allergy, Hives and angioedema, Chronic cough, Drug allergy, E...osinophilic esophagitis, Atopic dermatitis, Rhinitis, Asthma, Anaphylaxis, Allergy"
N/A,,,
N/A,,,
N/A,,,
N/A,,,
"Andrew D. Rule, M.D.","Nephrologist, Internist","Rochester, MN","End-stage renal disease, Chronic kidney disease, High blood pressure"
N/A,,,
N/A,,,
N/A,,,
"William G. Rule, M.D.",Radiation Oncologist,"Phoenix, AZ","Intraoperative radiation therapy, Stereotactic body radiotherapy, Radiation therapy, Intensity-modulated radiation ther...apy, Proton therapy, Leukemia, Neuroendocrine tumor, Rectal cancer, Cholangiocarcinoma, Stomach cancer, Pancreatic neuroendocrine tumor, Pancreatic cancer, Anal cancer, Multiple myeloma, Colon cancer, Esophageal cancer, Small bowel cancer, Liver cancer, Lymphoma"
N/A,,,
N/A,,,
"Kristen (Kristy) K. Rumer, M.D., Ph.D.",Colon and Rectal Surgeon,"Rochester, MN",
N/A,,,
N/A,,,
"Teresa A. Rummans, M.D.","Psychiatrist, Internist","Rochester, MN, Jacksonville, FL",Electroconvulsive therapy
N/A,,,
N/A,,,
N/A,,,
N/A,,,
"Chad M. Ruoff, M.D.",Sleep Medicine Specialist,"Phoenix, AZ",Sleep disorders
N/A,,,
N/A,,,
"William C. Rupp, M.D.",,"Jacksonville, FL",
N/A,,,
"Beth K. Rush, Ph.D., ABPP",Psychologist,"Jacksonville, FL","Acquired brain disorder, Motor neuron disease, Cognitive impairment, Spinal cord tumor, Brain cancer"
N/A,,,
N/A,,,
"Ann (Annie) M. Rusk, M.D.","Critical Care Specialist, Pulmonologist","Phoenix, AZ","Paracentesis, Endotracheal intubation, Thoracentesis, Bronchoscopy, Chest tube placement, Pleural disease, Shock, COPD,... Sepsis, Respiratory failure, Lung nodule"
N/A,,,
N/A,,,
N/A,,,
"Christopher S. Russi, D.O.",Emergency Medicine Physician,"Rochester, MN","Emergency care, Shock"
N/A,,,
N/A,,,
"Michael S. Rutenberg, M.D., Ph.D.",,"Jacksonville, FL",
N/A,,,
"Amy L. Rutt, D.O.",Otolaryngologist,"Jacksonville, FL","Zenker's diverticulectomy, Laryngeal reinnervation surgery, Thyroplasty, Laryngotracheal reconstruction, Voice therapy,... Vocal cord injection, Laser surgery, Phonosurgery, Laryngoscopy, Laryngeal Botox injection, Tracheostomy, Subglottic stenosis, Spasmodic dysphonia, Tracheal stenosis, Vocal cord dysfunction, Vocal cord scarring, Dysphagia, Zenker's diverticulum, Vocal cord cyst, Vocal cord paralysis, Vocal cord paresis, Vocal cord polyp, Laryngeal cancer, Voice disorder, Tracheostomy dependence, Vocal tremor"
N/A,,,
N/A,,,
"Jean Claude (Jean-Claude) M. Rwigema, M.D.",Radiation Oncologist,"Phoenix, AZ","Radiation therapy, Proton therapy, Stereotactic radiosurgery, Stereotactic body radiotherapy, Intensity-modulated radia...tion therapy, Bladder cancer, Renal cell carcinoma, Head and neck cancer, Prostate cancer, Testicular cancer"
N/A,,,
N/A,,,
"Charlotte H. Rydberg, M.D.",Radiologist,"Rochester, MN",MRI
N/A,,,
N/A,,,
"Mabel Ryder, M.D.",Endocrinologist,"Rochester, MN","Cushing syndrome, Thyroid cancer, Thyroid disease, Pancreatic neuroendocrine tumor, Benign adrenal tumor, Neuroendocrin...e tumor, Adrenal cancer"
N/A,,,
N/A,,,
"Daniel B. Ryssman, M.D.","Sports Medicine Specialist, Orthopedic Surgeon","Rochester, MN","Trauma care, Ankle replacement, Foot reconstruction, Sports injury, Traumatic injury, Arthritis"
N/A,,,
N/A,,,
N/A,,,
"Alexander J. Ryu, M.D.","Internist, Hospitalist","Rochester, MN",
N/A,,,
N/A,,,
N/A,,,
"Jay H. Ryu, M.D.","Internist, Pulmonologist","Rochester, MN",
N/A,,,
N/A,,,
N/A,,,
