Hospital Name,Name,Specialities,Areas of Focus
Mayo Clinic,"Elizabeth H. Stephens, M.D., Ph.D.",Cardiovascular Surgeon,"Tricuspid valve repair and replacement, Aortic root surgery, Neonatal and pediatric heart surgery, Valve-sparing aortic... root replacement, Heart transplant, Septal myectomy, Pulmonary valve repair and replacement, Heart valve surgery, Aortic valve repair and replacement, Congenital heart disease surgery, Mitral valve repair and replacement, Congenital heart defects in adults, Congenital heart defects in neonates and infants, Congenital diaphragmatic hernia, Heart failure, Congenital heart defects in children, Tricuspid valve disease, Heart valve disease"
Mayo Clinic,"Michael C. Stephens, M.D.",Pediatric Gastroenterologist,"Crohn's disease, Ulcerative colitis, Inflammatory bowel disease"
Mayo Clinic,"Christopher (Chris) R. Stephenson, M.D., M.H.P.E.",Internist,"Point of care ultrasound, Arthrocentesis"
Mayo Clinic,"Jennifer I. Stern, M.D.",Headache Specialist,"Botox injection, Occipital nerve block, Nerve block, Chronic daily headache, Facial pain disorder, Cluster headache, Mi...graine"
Mayo Clinic,"Karen L. Stern, M.D.",Urologist,"ESWL, Laser ablation, Mini-PCNL, Transurethral resection of the prostate, Ultrasound-guided percutaneous renal access, ...Ureteroscopy, Percutaneous nephrolithotomy, Transurethral incision of the prostate, Upper tract urothelial carcinoma, Ureteropelvic junction obstruction, Kidney stone, Prostate disorder, Urethral stricture, Benign prostatic hyperplasia"
Mayo Clinic,"Raymond (Ray) C. Stetson, M.D.","Neonatologist, Pediatrician",
Mayo Clinic,"Elizabeth (Ebbie) A. Stewart, M.D.","Gynecologist, Reproductive Endocrinologist","Assisted reproductive technology, Saline infusion sonography, Preimplantation genetic screening, Egg retrieval, Embryo ...freezing, Fertility preservation, Ovulation induction, Egg donation, Egg freezing, Myomectomy, Diagnostic laparoscopy, Gynecological surgery, Intrauterine insemination, Hysterosalpingography, Polypectomy, Foam tubal patency testing, 3D ultrasound, In vitro fertilization, Superovulation, Deferred reproduction, Diagnostic hysteroscopy, Focused ultrasound surgery for uterine fibroids, Minimally invasive surgery, Embryo transfer, Irregular menstrual cycle, Hyperprolactinemia, Amenorrhea, Adenomyosis, Primary ovarian insufficiency, Balanced translocations, Uterine polyps, Hypothyroidism, Recurrent miscarriage, Double uterus, Diminished ovarian reserve, Heavy menstrual bleeding, Uterine fibroid, Uterine anomaly, Septate uterus, Infertility"
Mayo Clinic,"Michael W. Stewart, M.D.",Ophthalmologist,"Retinal detachment, Retinal disease, Macular degeneration, Diabetic retinopathy"
Mayo Clinic,"Thomas M. Stewart, M.D.",,
Mayo Clinic,"Julie A. Stierwalt, Ph.D.","Speech-Language Pathologist, Neurologic Communicative Disorder Specialist",
Mayo Clinic,"Bess C. Stillman, M.D.",,
Mayo Clinic,"Ashley A. Stillwell, D.O.",,
Mayo Clinic,"Bradley (Brad) J. Stish, M.D.",Radiation Oncologist,"Brachytherapy, Lymphoma, Testicular cancer, Prostate cancer, Bladder cancer"
Mayo Clinic,"Derek W. Stitt, M.D.",Neurologist,"Grand mal seizure, Dementia, Primary lateral sclerosis, Migraine with aura, Parkinson's disease, Absence seizure, Amyot...rophic lateral sclerosis, Seizure , Medication overuse headache, Frontal lobe seizure, Neurosarcoidosis, Multiple sclerosis, Peripheral neuropathy, Migraine"
Mayo Clinic,"Thomas A. Stoa, M.D.",Emergency Medicine Physician,
Mayo Clinic,"Luca Stocchi, M.D.","Colon and Rectal Surgeon, General Surgeon","Colorectal surgery, Laparoscopic surgery, Crohn's disease, Ulcerative colitis, Cancer, Anal fistula, Inflammatory bowel... disease"
Mayo Clinic,"Abigail L. Stockham, M.D.",,
Mayo Clinic,"Andrew H. Stockland, M.D.",Radiologist,"Vascular stenting, Uterine artery embolization, Uterine fibroid, Renal artery stenosis, Critical limb ischemia, Claudic...ation, Mesenteric ischemia, Peripheral artery disease"
Mayo Clinic,"Alexander (Alex) D. Stoker, M.D.",,
Mayo Clinic,"Joshua (Josh) B. Stoker, Ph.D.",Radiation Oncology Medical Physicist,Proton therapy
Mayo Clinic,"Janalee K. Stokken, M.D.",Otolaryngologist,"Septoplasty, Endoscopic sinus surgery, Dacryocystorhinostomy, Skull base surgery, Orbital decompression surgery, Pituit...ary tumor surgery, Sinus surgery, Orbital tumor removal, Nasal polyps, Pituitary tumor, Hereditary hemorrhagic telangiectasia, CSF leak, Graves' disease, Thyroid eye disease, Nasal cancer, Nasal and paranasal tumors, Chronic sinusitis"
Mayo Clinic,"Jeffrey A. Stone, M.D.",Radiologist,"Pain management, Pain"
Mayo Clinic,"William M. Stone, M.D.","Surgeon, Vascular Surgeon","Surgical procedure, Aortic aneurysm"
Mayo Clinic,"Cynthia M. Stonnington, M.D.",Psychiatrist,"Mood disorder, Anxiety disorder, Generalized anxiety disorder"
Mayo Clinic,"Andrew C. Storm, M.D.",Therapeutic Endoscopist,"Endoscopic mucosal resection, Endoscopic ultrasound, ERCP, Endoscopic sleeve gastroplasty, Endoscopic procedure, Cholec...ystitis, Bile duct stone, Gastrointestinal bleeding, Pancreatic cancer, Bile duct stricture, Obesity, Fistula, Colon polyps, Cholangiocarcinoma, Weight regain after bariatric surgery"
Mayo Clinic,"Justin T. Stowell, M.D.",Radiologist,
Mayo Clinic,"Veljko Strajina, M.D.","Acute Care Surgeon, General Surgeon","Abdominal wall reconstruction, Adrenalectomy, Rib fracture stabilization, Small bowel resection, Splenectomy, Cholecyst...ectomy, Hernia repair, Parathyroidectomy, Thyroidectomy, Lymphadenectomy, Pheochromocytoma, Thyroid cancer, Aldosteronoma, Hyperparathyroidism"
Mayo Clinic,"Jacob J. Strand, M.D.","Internist, Palliative Care Specialist","Intensive care, Pain management, Palliative care"
Mayo Clinic,"Natalie H. Strand, M.D.",,"Radiofrequency ablation, Spinal cord stimulator insertion, Nerve block, Epidural steroid injection, Trigger point injec...tion, Peripheral nerve stimulation, Ablation, Epidural, Peripheral nerve block, Epidural blood patch, Back pain, Complex regional pain syndrome, Central sensitization, Neurogenic claudication , Peripheral neuropathy, Muscle spasms, Nerve irritation, Pain NOS, Arthritis, Neck pain, Sciatica, Chronic pain, Chronic pain syndrome , Radiculopathy, Piriformis syndrome, Spondyloarthritis, Osteoarthritis, Peripheral nerve injury"
Mayo Clinic,"Stacy L. Stratmann Egan, M.D.",,
Mayo Clinic,"Nikki H. Stricker, Ph.D., L.P.",Psychologist,"Neuropsychological assessment, Mild cognitive impairment, Dementia, Cognitive impairment, Alzheimer's disease"
Mayo Clinic,"Robert J. Stroebel, M.D.",Internist,
Mayo Clinic,"Michael J. Stuart, M.D.","Orthopedic Surgeon, Sports Medicine Specialist","Knee arthroscopy, Osteotomy, Knee replacement, ACL surgery, Cartilage repair, Knee surgery, Meniscus repair, Multiligam...ent knee reconstruction, Arthroplasty, Fresh osteochondral allograft reconstruction, Meniscus transplant, Sports injury, Lateral collateral ligament tear, Osteochondritis dissecans, Patellar fracture, Medial collateral ligament tear, Torn meniscus, Knee arthritis, Concussion, Multiligament knee injury, Posterolateral corner injury, Posterior cruciate ligament injury, ACL injury"
Mayo Clinic,"Chee-Chee H. Stucky, M.D.","Endocrine Surgeon, Surgical Oncologist","Graves' disease, Parathyroid cancer, Hyperparathyroidism, Thyroid cancer, Neuroendocrine tumor, Sarcoma, Gallbladder ca...ncer, Benign adrenal tumor, Adrenal cancer, Thyroid nodule, Liver cancer, Goiter, Cholangiocarcinoma, Pancreatic cancer"
Mayo Clinic,"John M. Stulak, M.D.",Cardiovascular Surgeon,"Heart transplant, Heart valve repair, Surgical procedure, Pulmonary valve repair and replacement, Transplant, Tricuspid... valve repair and replacement, Extracorporeal membrane oxygenation, Pericardiectomy, Heart valve surgery, Mechanical circulatory support device implantation, Atrial flutter ablation, Chest surgery, Heart valve replacement, Atrial fibrillation ablation, Aortic root surgery, Ventricular assist device implantation, Aortic valve repair and replacement, Aneurysm surgery, Coronary bypass surgery, Mitral valve repair and replacement, Maze procedure, Valve-sparing aortic root replacement, Heart surgery, Heart care, Tricuspid valve disease, Heart tumor, Pericarditis, Heart arrhythmia, Heart valve disease, Coronary artery disease, Aneurysm, Heart failure"
Mayo Clinic,"Glenn M. Sturchio, Ph.D.",Health Physicist,
Mayo Clinic,"Laura Suarez Pardo, M.D.",Psychiatrist,"Psychosis, Bipolar disorder, Depression, Anxiety disorder, Functional neurologic disorder"
Mayo Clinic,"Diego A. Suarez, M.D.",Internist,
Mayo Clinic,"Arun Subramanian, M.B.B.S.","Clinical Informaticist, Anesthesiologist",
Mayo Clinic,"Alan M. Sugrue, M.B., B.Ch., B.A.O.","Cardiologist, Cardiac Electrophysiologist","Cardiac ablation, Pacemaker battery replacement, Cardiac pacemaker replacement, Cardiac resynchronization therapy, Pace...maker lead extraction, Ventricular fibrillation treatment, Ventricular tachycardia ablation, ICD lead extraction, Supraventricular tachycardia, Premature ventricular contractions, Ventricular fibrillation, Atrial flutter, Hypertrophic cardiomyopathy, Cardiac sarcoidosis, Atrial fibrillation, Heart block, Arrhythmogenic right ventricular cardiomyopathy, Cardiovascular device-associated infection, Ventricular tachycardia"
Mayo Clinic,"Moira H. Sugrue, M.D.",Transplant Hepatologist,"Colonoscopy, Upper endoscopy, Acute liver failure, Portal hypertension, Fontan-associated liver disease, Cirrhosis"
Mayo Clinic,"Annie Suh, M.D.",,
Mayo Clinic,"Gina A. Suh, M.D.",,General infectious diseases
Mayo Clinic,"Megan M. Sullivan, M.D.",Rheumatologist,"Joint injection, Polymyalgia rheumatica, Henoch-Schonlein purpura, Microscopic polyangiitis, Polyarteritis nodosa, Gian...t cell arteritis, Granulomatosis with polyangiitis, Churg-Strauss syndrome"
Mayo Clinic,"Pranathi R. Sundaragiri, M.B.B.S.",Internist,"COPD, Infectious disease"
Mayo Clinic,"Karna K. Sundsted, M.D.",Internist,Integrative medicine
Mayo Clinic,"Kharmene L. Sunga, M.D.",Emergency Medicine Physician,
Mayo Clinic,"Bruce Sutor, M.D.",Psychiatrist,Angelman syndrome
Mayo Clinic,"Anna Svatikova, M.D., Ph.D.",Cardiologist,
Mayo Clinic,"Hans P. Sviggum, M.D.",Anesthesiologist,
Mayo Clinic,"Elena A. Swan, M.D., Ph.D.","Echocardiographer, Anesthesiologist","Congenital heart disease surgery, General anesthesia administration, Echocardiogram, Congenital heart disease"
Mayo Clinic,"David L. Swanson, M.D.","Dermatologist, Internist","Skin inflammation, Hyperhidrosis, Skin cancer"
Mayo Clinic,"Karen L. Swanson, D.O.","Critical Care Specialist, Internist, Pulmonologist","Hereditary hemorrhagic telangiectasia, Pulmonary hypertension"
Mayo Clinic,"Kristin R. Swanson, Ph.D.",,"Cancer, Glioma, Brain tumor"
Mayo Clinic,"Leah A. Swanson, M.D.","Dermatologist, Dermatopathologist","Vulvar skin disorder, Breast skin change, Dermatitis, Skin cancer, Psoriasis, Acne"
Mayo Clinic,"Ronald G. Swee, M.D.",Radiologist,
Mayo Clinic,"John P. Sweeney, M.D.",Interventional Cardiologist,Coronary artery disease
Mayo Clinic,"Seth R. Sweetser, M.D.","Internist, Gastroenterologist",
Mayo Clinic,"Melanie D. Swift, M.D., M.P.H.","Occupational Medicine Specialist, Internist",
Mayo Clinic,"Cosima C. Swintak, M.D.",Psychiatrist,Teen depression
Mayo Clinic,"Dora Syin, M.D.",,
Mayo Clinic,"Anne-Marie G. Sykes, M.D.",Radiologist,
Mayo Clinic,"Lawrence A. Szarka, M.D.",Gastroenterologist,"Gastrointestinal disorder, Indigestion, Gastroparesis"
Mayo Clinic,"Jason H. Szostek, M.D.",Internist,
Mayo Clinic,"Matthew D. Sztajnkrycer, M.D., Ph.D.",Emergency Medicine Physician,"Emergency care, Intensive care"
Mayo Clinic,"Linda M. Szymanski, M.D., Ph.D.",,
Mayo Clinic,"Theodore Szymanski, D.O.",Emergency Medicine Physician,Emergency care
Mayo Clinic,"Nathaniel W. Taggart, M.D.","Pediatric Cardiologist, Cardiologist",Coarctation of the aorta
Mayo Clinic,"Deena A. Tajfirouz, M.D.",Neurologist,"Optic atrophy, Optic neuritis, Ischemic optic neuropathy, Papilledema, Double vision, Pituitary tumor, Pseudotumor cere...bri"
Mayo Clinic,"Tahir Tak, M.D., Ph.D.",Cardiologist,"Cardiac rehabilitation, Cardiovascular disease prevention, Echocardiogram, Bacterial endocarditis"
Mayo Clinic,"Edwin A. Takahashi, M.D.",Radiologist,"Gastrostomy tube placement, Angioplasty, Lymphangiogram, Popliteal stenting, Renal artery stenting, Biliary stenting, C...entral venous catheterization, Renal artery angioplasty, Angiogram, Dialysis access management, Intravascular imaging, Embolization therapy, Percutaneous transhepatic cholangiogram, Suprapubic catheter insertion, Tibial angioplasty, Atherectomy, IVC filter removal, Nephrostomy tube placement, Iliocaval reconstruction, Subclavian vessel stenting, Iliac artery stenting, Biliary drainage, Transjugular intrahepatic portosystemic shunt, Endovenous thermal ablation, Thoracic duct embolization, Peripheral vessel stenting, Sclerotherapy, Gallbladder tube placement, Inferior vena cava filter placement, Femoral stenting, Fistulogram"
Mayo Clinic,"Naoki Takahashi, M.D.",Radiologist,
Mayo Clinic,"Paul Y. Takahashi, M.D., M.P.H.","Internist, Geriatrician",Delirium
Mayo Clinic,"Sandra J. Taler, M.D.","Nephrologist, Internist","Living donor kidney transplant, Kidney donation, Secondary high blood pressure, High blood pressure, Obesity"
Mayo Clinic,"Jayant A. Talwalkar, M.D., M.P.H.",Transplant Hepatologist,"Liver transplant, Portal hypertension, Cirrhosis"
Mayo Clinic,"Jun Tan, Ph.D.",Medical Physicist,
Mayo Clinic,"Nelly Tan, M.D.",,
Mayo Clinic,"Nicholas Y. Tan, M.D., M.S.",Cardiac Electrophysiologist,"SVT ablation, Atrial fibrillation ablation, Pacemaker insertion, Implantable loop recorder insertion, Atrial flutter ab...lation, Implantable cardioverter-defibrillator insertion, Ventricular tachycardia ablation, Atrial flutter, Atrial fibrillation, Supraventricular tachycardia, Bradycardia, Ventricular arrhythmia"
Mayo Clinic,"Winston Tan, M.D.","Hematologist, Oncologist","Breast cancer, Prostate cancer, Kidney cancer, Melanoma, Bladder cancer"
Mayo Clinic,"Aaron J. Tande, M.D.","Internist, Infectious Disease Specialist","Septic arthritis, General infectious diseases"
Mayo Clinic,"Yasmeen K. Tandon, M.D.",Radiologist,"MRI, CT scan"
Mayo Clinic,"Veena Taneja, Ph.D.",,"Arthritis, Rheumatoid arthritis"
Mayo Clinic,"C. Burcin Taner, M.D.",General Surgeon,Liver transplant
Mayo Clinic,"Nilufer Taner, M.D., Ph.D.",Neurologist,"Dementia, Alzheimer's disease"
Mayo Clinic,"Timucin Taner, M.D., Ph.D.",General Surgeon,"Living donor liver transplant, Donor nephrectomy, Pancreas transplant, Liver transplant, Kidney transplant"
Mayo Clinic,"Paul C. Tang, M.D., Ph.D.","Cardiovascular Surgeon, Transplant Surgeon","Heart surgery, Coronary bypass surgery, Pericardiectomy, Ventricular assist device implantation, Septal myectomy, Mecha...nical circulatory support device implantation, Aortic aneurysm repair, Heart transplant, Coronary artery disease, Pericardial disease, Aortic disorder, Heart valve disease, Heart failure, Cardiomyopathy"
Mayo Clinic,"Eric G. Tangalos, M.D.","Internist, Geriatrician",
Mayo Clinic,"Chun Tao, Ph.D., L.P.",Psychologist,"Psychological assessment, Psychotherapy, Depression, Anxiety disorder, Somatic symptom disorder, Adjustment disorder"
Mayo Clinic,"Shengzhen Tao, Ph.D.",Medical Physicist,MRI
Mayo Clinic,"Luis F. Tapias Vargas, M.D.",Thoracic Surgeon,"Thymectomy, Video mediastinoscopy, Lung volume reduction surgery, Minimally invasive esophagectomy, Robotic surgery, Hy...perhidrosis surgery, Segmentectomy, Heller myotomy, Esophageal reconstruction, Minimally invasive surgery, Esophagectomy, VATS, Minimally invasive thymectomy, VATS lobectomy, Myasthenia gravis, Hiatal hernia, Mediastinal tumor, Gastroesophageal reflux disease, Pneumothorax, Mediastinal lymph node enlargement, Hyperhidrosis, Lung cancer, Thymic tumor, Esophageal cancer, Achalasia, Pancoast tumor"
Mayo Clinic,"Kendall K. Tasche, M.D.",Otolaryngologist,"Microvascular reconstruction, Parotidectomy, Head and neck reconstruction, Transoral robotic surgery, Thyroidectomy, Sk...in cancer excision, Laryngectomy, Neck dissection, Head and neck cancer surgery, Sentinel node biopsy, Glossectomy, Laryngeal cancer, Salivary gland cancer, Thyroid cancer, Skin cancer, Skin lesion, Oral and throat cancer, Salivary gland tumor, Thyroid nodule, Head and neck cancer"
Mayo Clinic,"Yasemin S. Tashman, M.D.",Neurologist,
Mayo Clinic,"William Tatum, D.O.",Neurologist,"Epilepsy surgery, Seizure , Frontal lobe seizure, Absence seizure, Brain tumor-associated epilepsy, Glioma-associated e...pilepsy, Epilepsy, Grand mal seizure, Psychogenic nonepileptic seizure"
Mayo Clinic,"Michael J. Taunton, M.D.",Orthopedic Surgeon,"Hip arthroscopy, Joint replacement revision, Hip replacement, Knee replacement"
Mayo Clinic,"Rabih G. Tawk, M.D.",Neurosurgeon,"EC-IC bypass , Endoscopic procedure, Arteriovenous malformation, Brain aneurysm, Brain AVM, Cavernous malformations, Ar...teriovenous fistula, Moyamoya disease, Spinal arteriovenous malformation, Carotid artery disease, Stroke, Pituitary tumor"
Mayo Clinic,"Bryan J. Taylor, Ph.D.",,
Mayo Clinic,"Gretchen E. Taylor, M.D.",Internist,
Mayo Clinic,"Richard C. Taylor, M.D.","Internist, Palliative Care Specialist, Oncologist","Cancer treatment, Pain management, Palliative care, Cancer-related pain"
Mayo Clinic,"Monica J. Taylor-Desir, M.D., M.P.H.",Psychiatrist,
Mayo Clinic,"Henry D. Tazelaar, M.D.",Pathologist,
Mayo Clinic,"Harry G. Teaford, III, M.D.","Allergist-Immunologist, Internist","Asthma, Drug allergy, Bee sting allergy, Sinusitis, Samter's triad, Environmental allergy, Rhinitis, Food allergy, Hive...s and angioedema, Asthma attack"
Mayo Clinic,"Peter J. Tebben, M.D.",Pediatric Endocrinologist,"Metabolic bone disease, Congenital adrenal hyperplasia, Type 2 diabetes in children, Mineral metabolism disorder"
Mayo Clinic,"Ayalew Tefferi, M.D.","Internist, Hematologist","Myeloproliferative disorders, Chronic myelogenous leukemia, Chronic lymphocytic leukemia"
Mayo Clinic,"Miguel T. Teixeira, M.D.",Critical Care Specialist,"Ultrasound, Mechanical ventilation, Chest tube placement, Central venous catheterization, Stellate ganglion block, Gene...ral anesthesia administration, Coronary artery disease, Tricuspid valve disease, Mitral valve disease, Aortic valve disease, Hemorrhagic shock, Heart failure, Aneurysm, Cardiogenic shock, Respiratory failure, Septic shock, Shock, Brain AVM, Moyamoya disease, Pulmonary embolism"
